bus_line_name,station_name,location,geo
绵阳10公交车路线(荷花中街花园市场—南湖客运站),荷花中街花园市场,"104.712410,31.457266","{'formatted_address': '四川省绵阳市涪城区花园市场', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.712410,31.457266', 'level': '兴趣点'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),火车客站,"104.716323,31.458812","{'formatted_address': '四川省绵阳市涪城区火车客站', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.716323,31.458812', 'level': '兴趣点'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),临园路西段,"104.719048,31.457813","{'formatted_address': '四川省绵阳市涪城区临园路西段', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.719048,31.457813', 'level': '道路'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),花园小区,"104.725676,31.457593","{'formatted_address': '四川省绵阳市涪城区花园小区', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.725676,31.457593', 'level': '兴趣点'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),七星楼,"104.733162,31.462002","{'formatted_address': '四川省绵阳市涪城区七星楼', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.733162,31.462002', 'level': '村庄'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),富乐路口凯德广场,"104.741317,31.464101","{'formatted_address': '四川省绵阳市涪城区凯德广场', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.741317,31.464101', 'level': '兴趣点'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),汉龙桥,"104.748878,31.463272","{'formatted_address': '四川省绵阳市涪城区汉龙桥', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.748878,31.463272', 'level': '兴趣点'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),建国门,,
绵阳10公交车路线(荷花中街花园市场—南湖客运站),兴宏国际商业广场(清真寺),"104.750740,31.457045","{'formatted_address': '四川省绵阳市涪城区兴宏国际商业广场', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.750740,31.457045', 'level': '兴趣点'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),大西门,"104.750671,31.453915","{'formatted_address': '四川省绵阳市涪城区大西门', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.750671,31.453915', 'level': '村庄'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),南河路中段,"104.753990,31.452356","{'formatted_address': '四川省绵阳市涪城区南河路中段', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.753990,31.452356', 'level': '道路'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),南河路口,"104.750857,31.452847","{'formatted_address': '四川省绵阳市涪城区南河路', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.750857,31.452847', 'level': '道路'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),南山大桥,"104.761261,31.449079","{'formatted_address': '四川省绵阳市涪城区南山大桥', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.761261,31.449079', 'level': '热点商圈'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),南山公园,"104.770726,31.449311","{'formatted_address': '四川省绵阳市涪城区南山公园', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.770726,31.449311', 'level': '兴趣点'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),南山路,"104.773804,31.445054","{'formatted_address': '四川省绵阳市涪城区南山路', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.773804,31.445054', 'level': '道路'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),印染厂,"104.773788,31.444635","{'formatted_address': '四川省绵阳市涪城区印染厂', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.773788,31.444635', 'level': '兴趣点'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),红星村五社,"105.291969,31.539651","{'formatted_address': '四川省绵阳市梓潼县红星村', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '梓潼县', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510725', 'street': [], 'number': [], 'location': '105.291969,31.539651', 'level': '村庄'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),红星村四社,"104.768032,31.440062","{'formatted_address': '四川省绵阳市涪城区红星村4社', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.768032,31.440062', 'level': '村庄'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),红星村八社,"105.291969,31.539651","{'formatted_address': '四川省绵阳市梓潼县红星村', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '梓潼县', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510725', 'street': [], 'number': [], 'location': '105.291969,31.539651', 'level': '村庄'}"
绵阳10公交车路线(荷花中街花园市场—南湖客运站),南湖客运站,"104.770842,31.428656","{'formatted_address': '四川省绵阳市涪城区南湖客运站', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.770842,31.428656', 'level': '兴趣点'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),普明中学,"104.656731,31.466469","{'formatted_address': '四川省绵阳市涪城区普明中学', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.656731,31.466469', 'level': '兴趣点'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),方向机厂,"104.656021,31.471333","{'formatted_address': '四川省绵阳市涪城区机厂', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.656021,31.471333', 'level': '兴趣点'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),黄家祠,"104.659546,31.472483","{'formatted_address': '四川省绵阳市涪城区黄家祠', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.659546,31.472483', 'level': '村庄'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),何家祠,"104.823188,31.203914","{'formatted_address': '四川省绵阳市三台县何家祠村', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '三台县', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510722', 'street': [], 'number': [], 'location': '104.823188,31.203914', 'level': '村庄'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),普明北街,"104.666710,31.474575","{'formatted_address': '四川省绵阳市涪城区普明北街', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.666710,31.474575', 'level': '道路'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),万兴街口,"104.673043,31.472835","{'formatted_address': '四川省绵阳市涪城区万兴街', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.673043,31.472835', 'level': '道路'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),外国语学校,"104.680409,31.474946","{'formatted_address': '四川省绵阳市涪城区外国语学校', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.680409,31.474946', 'level': '兴趣点'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),富强口腔门诊部,"104.683922,31.471884","{'formatted_address': '四川省绵阳市涪城区富强口腔门诊部', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.683922,31.471884', 'level': '兴趣点'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),21世纪花园,"104.685704,31.469829","{'formatted_address': '四川省绵阳市涪城区21世纪花园', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.685704,31.469829', 'level': '兴趣点'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),双碑中街,"104.688308,31.465506","{'formatted_address': '四川省绵阳市涪城区双碑中街', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.688308,31.465506', 'level': '道路'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),三五三六厂,"104.689758,31.468389","{'formatted_address': '四川省绵阳市涪城区三五三六厂', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.689758,31.468389', 'level': '兴趣点'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),万向装饰建材城,"104.697526,31.462414","{'formatted_address': '四川省绵阳市涪城区万向装饰建材城', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.697526,31.462414', 'level': '兴趣点'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),爱尔眼科医院花园市场,,
绵阳11公交车路线(普明中学—富乐路口凯德广场),火车客站,"104.716323,31.458812","{'formatted_address': '四川省绵阳市涪城区火车客站', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.716323,31.458812', 'level': '兴趣点'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),临园路西段,"104.719048,31.457813","{'formatted_address': '四川省绵阳市涪城区临园路西段', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.719048,31.457813', 'level': '道路'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),花园小区,"104.725676,31.457593","{'formatted_address': '四川省绵阳市涪城区花园小区', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.725676,31.457593', 'level': '兴趣点'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),七星楼,"104.733162,31.462002","{'formatted_address': '四川省绵阳市涪城区七星楼', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.733162,31.462002', 'level': '村庄'}"
绵阳11公交车路线(普明中学—富乐路口凯德广场),富乐路口凯德广场,"104.741317,31.464101","{'formatted_address': '四川省绵阳市涪城区凯德广场', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.741317,31.464101', 'level': '兴趣点'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),花园南街,"104.716880,31.454294","{'formatted_address': '四川省绵阳市涪城区花园南街', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.716880,31.454294', 'level': '道路'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),临园路西段,"104.719048,31.457813","{'formatted_address': '四川省绵阳市涪城区临园路西段', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.719048,31.457813', 'level': '道路'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),花园小区,"104.725676,31.457593","{'formatted_address': '四川省绵阳市涪城区花园小区', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.725676,31.457593', 'level': '兴趣点'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),七星楼,"104.733162,31.462002","{'formatted_address': '四川省绵阳市涪城区七星楼', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.733162,31.462002', 'level': '村庄'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),金阳公寓,"104.738550,31.459453","{'formatted_address': '四川省绵阳市涪城区金阳公寓', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.738550,31.459453', 'level': '兴趣点'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),独言口腔门诊部,"104.741292,31.460267","{'formatted_address': '四川省绵阳市涪城区独言口腔门诊部', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.741292,31.460267', 'level': '兴趣点'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),华西证券,"104.744174,31.460270","{'formatted_address': '四川省绵阳市涪城区华西证券', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.744174,31.460270', 'level': '兴趣点'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),安昌路口,"104.553308,31.533108","{'formatted_address': '四川省绵阳市安州区安昌路', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '安州区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510705', 'street': [], 'number': [], 'location': '104.553308,31.533108', 'level': '道路'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),市中心医院,"104.752980,31.456661","{'formatted_address': '四川省绵阳市涪城区绵阳市中心医院', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.752980,31.456661', 'level': '兴趣点'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),东街,,
绵阳12公交车路线(花园南街—富乐山国际大酒店),三汇绿岛,"104.767778,31.461901","{'formatted_address': '四川省绵阳市游仙区三汇绿岛', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.767778,31.461901', 'level': '兴趣点'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),芙蓉溪路南段,"104.765938,31.463129","{'formatted_address': '四川省绵阳市游仙区芙蓉溪路南段', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.765938,31.463129', 'level': '道路'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),开元中街,"104.762846,31.464713","{'formatted_address': '四川省绵阳市游仙区开元中街', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.762846,31.464713', 'level': '道路'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),韩家脊,"104.765285,31.460723","{'formatted_address': '四川省绵阳市游仙区韩家脊', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.765285,31.460723', 'level': '村庄'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),开元路口,"104.722295,31.767239","{'formatted_address': '四川省绵阳市江油市开元路', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '江油市', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510781', 'street': [], 'number': [], 'location': '104.722295,31.767239', 'level': '道路'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),芙蓉溪路,"104.766224,31.462929","{'formatted_address': '四川省绵阳市游仙区芙蓉溪路', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.766224,31.462929', 'level': '道路'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),芙蓉桥(剑南路),"104.743020,31.468927","{'formatted_address': '四川省绵阳市涪城区剑南路', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '涪城区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510703', 'street': [], 'number': [], 'location': '104.743020,31.468927', 'level': '道路'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),富乐山,"104.769836,31.471163","{'formatted_address': '四川省绵阳市游仙区富乐', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.769836,31.471163', 'level': '乡镇'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),科学家公园,"104.771757,31.473109","{'formatted_address': '四川省绵阳市游仙区科学家公园', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.771757,31.473109', 'level': '兴趣点'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),富乐堂,"104.769836,31.471163","{'formatted_address': '四川省绵阳市游仙区富乐', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.769836,31.471163', 'level': '乡镇'}"
绵阳12公交车路线(花园南街—富乐山国际大酒店),富乐山国际大酒店,"104.780874,31.471619","{'formatted_address': '四川省绵阳市游仙区富乐山国际大酒店', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.780874,31.471619', 'level': '兴趣点'}"
绵阳14(建华)公交车路线(建华—富乐汽车站),建华,"104.864286,31.457670","{'formatted_address': '四川省绵阳市游仙区建华', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.864286,31.457670', 'level': '乡镇'}"
绵阳14(建华)公交车路线(建华—富乐汽车站),杨家垭,,
绵阳14(建华)公交车路线(建华—富乐汽车站),张家垭,,
绵阳14(建华)公交车路线(建华—富乐汽车站),云家垭,,
绵阳14(建华)公交车路线(建华—富乐汽车站),李家垭,"104.853996,31.498260","{'formatted_address': '四川省绵阳市游仙区李家垭', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.853996,31.498260', 'level': '村庄'}"
绵阳14(建华)公交车路线(建华—富乐汽车站),渣子库,,
绵阳14(建华)公交车路线(建华—富乐汽车站),洞子口,"105.403520,31.221097","{'formatted_address': '四川省绵阳市盐亭县昆仑山洞子口', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '盐亭县', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510723', 'street': [], 'number': [], 'location': '105.403520,31.221097', 'level': '兴趣点'}"
绵阳14(建华)公交车路线(建华—富乐汽车站),蚕茧站,"105.073250,30.857411","{'formatted_address': '四川省绵阳市三台县蚕茧站', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '三台县', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510722', 'street': [], 'number': [], 'location': '105.073250,30.857411', 'level': '兴趣点'}"
绵阳14(建华)公交车路线(建华—富乐汽车站),抗香铺,"104.824386,31.499979","{'formatted_address': '四川省绵阳市游仙区抗香铺', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.824386,31.499979', 'level': '村庄'}"
绵阳14(建华)公交车路线(建华—富乐汽车站),砖厂,,
绵阳14(建华)公交车路线(建华—富乐汽车站),柏树垭,,
绵阳14(建华)公交车路线(建华—富乐汽车站),高石梯,,
绵阳14(建华)公交车路线(建华—富乐汽车站),冯家店,,
绵阳14(建华)公交车路线(建华—富乐汽车站),五星村,"104.350450,32.167283","{'formatted_address': '四川省绵阳市平武县五星村', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '平武县', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510727', 'street': [], 'number': [], 'location': '104.350450,32.167283', 'level': '村庄'}"
绵阳14(建华)公交车路线(建华—富乐汽车站),招呼站8401,"104.765724,31.475395","{'formatted_address': '四川省绵阳市游仙区招呼站', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.765724,31.475395', 'level': '兴趣点'}"
绵阳14(建华)公交车路线(建华—富乐汽车站),技术学院,"104.790048,31.490856","{'formatted_address': '四川省绵阳市游仙区绵阳职业技术学院', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.790048,31.490856', 'level': '兴趣点'}"
绵阳14(建华)公交车路线(建华—富乐汽车站),师范学院,"104.783845,31.490548","{'formatted_address': '四川省绵阳市游仙区师范学院', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.783845,31.490548', 'level': '兴趣点'}"
绵阳14(建华)公交车路线(建华—富乐汽车站),师范学院招呼站,"104.783845,31.490548","{'formatted_address': '四川省绵阳市游仙区师范学院', 'province': '四川省', 'citycode': '0816', 'city': '绵阳市', 'district': '游仙区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '510704', 'street': [], 'number': [], 'location': '104.783845,31.490548', 'level': '兴趣点'}"
